# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     256.273      133.800     1027.457     3395.168
     257.274      137.000     1030.270     3396.855
     258.275      127.800     1025.910     3398.023
     259.276      142.900     1035.504     3464.730
     260.276      172.900     1036.406     3467.438
     261.277      176.900     1042.941     3470.145
     262.278      159.800     1047.242     3472.078
     263.279      164.800     1051.551     3474.402
     264.280      127.900     1052.758     3475.047
     265.281      117.800     1052.727     3475.434
     266.283      117.800     1059.281     3476.207
     267.284      148.800     1061.457     3478.145
     268.285      188.700     1066.730     3481.109
     269.287      212.700     1070.973     3484.332
     270.288      226.700     1085.418     3488.211
     271.289      228.800     1087.367     3492.078
     272.289      220.900     1096.668     3496.078
     273.289      220.900     1100.973     3499.945
     274.291      223.700     1111.137     3503.945
     275.292      221.800     1117.316     3507.426
     276.293      194.700     1120.754     3509.617
     277.295      193.700     1119.352     3512.324
     278.296      206.700     1129.719     3516.070
     279.297      225.700     1137.707     3520.199
     280.298      230.700     1139.516     3524.074
     281.300      224.700     1151.980     3528.207
     282.301      226.700     1156.539     3532.586
     283.302      220.700     1160.078     3536.957
     284.304      218.700     1178.164     3605.602
     285.305      222.700     1186.176     3550.535
     286.306      216.700     1192.535     3557.109
     287.308      232.700     1199.449     3560.414
     288.309      219.700     1205.359     3625.625
     289.310      217.700     1214.184     3628.203
     290.311      216.900     1223.090     3632.328
     291.312      215.800     1226.273     3636.273
     292.312      208.900     1237.766     3640.590
     293.313      212.900     1244.238     3644.797
     294.313      214.900     1249.691     3648.277
     295.314      217.700     1256.043     3651.723
     296.316      210.700     1257.547     3655.203
     297.316      211.900     1271.602     3659.516
     298.317      217.700     1278.633     3663.574
     299.319      207.700     1277.902     3666.281
     300.320      223.700     1287.668     3669.344
     301.320      201.900     1290.738     3672.539
     302.321      201.900     1295.379     3675.914
     303.322      210.700     1320.738     3677.461
     304.323      342.500     1553.535     6493.848
     305.325      349.600     1679.961     6606.625
     306.326      322.600     1696.188     6608.625
     307.327      309.600     1708.656     6618.098
     308.328      352.800     1716.602     6684.449
     309.329      343.500     1723.816     6632.609
     310.330      338.800     1729.574     6632.609
     311.331      338.500     1732.492     6632.609
     312.332      320.600     1734.367     6632.609
     313.334      335.500     1738.328     6705.406
     314.335      324.500     1740.070     6642.449
     315.338      315.000     1741.863     6642.449
     316.340      316.600     1745.016     6642.449
     317.341      320.600     1747.074     6642.449
     318.342      298.900     1748.633     6710.453
     319.343      291.700     1750.695     6710.453
     320.344      306.600     1753.527     6710.453
     321.345      244.700     1755.074     6710.453
     322.347      197.700     1756.621     6710.453
     323.348      243.700     1760.746     6714.332
     324.349      247.800     1762.812     6716.281
     325.350      258.700     1765.906     6718.215
     326.350      268.900     1768.742     6784.289
     327.351      317.800     1776.992     6787.898
     328.352      335.700     1784.469     6792.023
     329.352      295.900     1787.562     6793.570
     330.354      281.600     1789.723     6795.359
     331.355      313.600     1796.297     6798.973
     332.356      305.700     1801.066     6802.469
     333.357      322.600     1805.957     6806.336
     334.359      313.600     1812.918     6809.945
     335.360      265.700     1816.012     6811.492
     336.361      308.600     1819.766     6813.457
     337.362      326.600     1826.469     6817.715
     338.364      332.600     1832.656     6821.582
     339.364      319.900     1837.684     6826.512
     340.368      328.800     1844.387     6830.645
     341.369      321.600     1848.770     6832.355
     342.371      284.600     1852.379     6835.680
     343.374      313.000     1856.891     6839.160
     344.375      325.500     1863.336     6842.945
     345.376      327.800     1868.234     6846.426
     346.377      330.600     1874.551     6850.594
     347.379      345.500     1882.352     6854.438
     348.380      332.600     1886.734     6857.922
     349.381      280.600     1890.344     6860.500
     350.383      277.600     1893.953     6863.207
     351.384      311.600     1899.883     6866.301
     352.385      298.600     1904.188     6868.680
     353.387      314.600     1910.117     6871.926
     354.388      315.600     1914.148     6874.633
     355.389      282.600     1919.562     6876.953
     356.391      302.600     1923.938     6879.664
     357.392      330.400     1932.305     6951.219
     358.393      322.900     1937.719     6951.219
     359.394      318.600     1942.875     6954.574
     360.396      316.600     1947.773     6957.672
     361.397      301.600     1950.609     6959.484
     362.398      279.700     1953.301     6961.035
     363.405      315.700     1957.941     6963.355
     364.407      298.600     1960.266     6965.289
     365.408      288.700     1962.586     6966.855
     366.419      297.800     1965.422     6969.047
     367.420      262.700     1966.453     6969.820
     368.421      346.700     1971.941     6973.945
     369.422      341.500     1980.965     6977.438
     370.422      314.900     1986.379     6980.145
     371.423      348.900     1991.406     6984.277
     372.424      328.700     1998.367     6986.598
     373.425      332.600     2004.039     6988.402
     374.426      297.800     2007.648     6989.566
     375.426      327.900     2009.453     6990.598
     376.427      324.900     2013.578     6992.145
     377.428      322.600     2016.414     6993.953
     378.428      232.900     1905.266     4337.723
     379.430      206.700     1908.359     4340.957
     380.431      165.800     1909.648     4342.375
     381.432      177.800     1911.453     4344.184
     382.432      213.900     1917.125     4346.383
     383.433      191.900     1919.445     4348.703
     384.434      203.700     1922.281     4351.547
     385.435      184.800     1924.859     4353.488
     386.436      226.800     1930.531     4356.453
     387.436      221.900     1935.945     4359.883
     388.437      195.700     1938.523     4362.207
     389.438      215.900     1942.133     4365.688
     390.439      214.800     1945.742     4368.652
     391.440      175.800     1948.062     4370.980
     392.440      136.900     1949.609     4372.531
     393.442      132.800     1951.414     4374.078
     394.442      123.000     1952.961     4375.625
     395.442      119.000     1954.508     4377.305
     396.444      133.900     1957.727     4443.500
     397.445      154.800     1960.305     4446.207
     398.445      135.000     1962.883     4448.527
     399.446      150.800     1965.719     4451.234
     400.448      155.800     1968.812     4453.941
     401.449      166.800     1973.711     4457.035
     402.450      182.800     1978.480     4458.395
     403.452      197.700     1984.820     4462.070
     404.453      193.800     1990.879     4466.805
     405.454      178.900     1997.066     4470.672
     406.454      199.900     2006.090     4474.676
     407.455      215.700     2013.180     4541.691
     408.456      217.900     2019.367     4545.625
     409.457      167.800     2023.621     4548.344
     410.458      219.800     2029.293     4552.090
     411.459      214.700     2035.480     4555.570
     412.460      190.900     2040.121     4557.883
     413.461      217.700     2046.695     4561.945
     414.462      178.800     2053.012     4564.602
     415.463      173.900     2057.137     4566.535
     416.464      190.700     2063.195     4569.125
     417.464      201.900     2067.191     4571.652
     418.465      162.800     2068.996     4573.344
     419.467      210.700     2073.121     4576.309
     420.468      198.800     2077.633     4579.277
     421.468      210.900     2083.453     4582.367
     422.470      185.700     2086.430     4584.488
     423.471      180.900     2089.008     4586.809
     424.472      158.800     2091.328     4588.617
     425.472      154.900     2093.777     4590.891
     426.473      165.800     2096.871     4593.344
     427.474      211.900     2102.801     4596.695
     428.475      216.700     2107.973     4599.070
     429.476      215.900     2115.449     4601.887
     430.477      149.900     2117.125     4603.355
     431.478      149.800     2118.672     4604.902
     432.479      142.800     2120.477     4606.324
     433.480      148.900     2123.312     4608.297
     434.481      160.800     2126.148     4610.105
     435.483      209.700     2133.625     4613.727
     436.484      205.700     2141.617     4616.051
     437.485      224.700     2145.422     4618.031
     438.487      249.700     2151.645     4619.949
     439.488      230.700     2154.941     4622.938
     440.489      192.700     2158.809     4624.871
     441.491      200.700     2161.645     4627.449
     442.492      238.700     2166.801     4631.742
     443.493      230.700     2172.730     4634.449
     444.495      196.700     2175.824     4636.770
     445.496      208.800     2180.852     4640.352
     446.497      213.700     2186.520     4644.855
     447.498      241.700     2190.961     4648.020
     448.499      240.700     2198.594     4715.859
     449.500      214.900     2206.328     4719.727
     450.501      170.900     2211.227     4722.434
     451.502      168.800     2216.406     4724.629
     452.503      158.800     2219.500     4726.562
     453.504      153.900     2223.109     4728.109
     454.505      160.800     2226.203     4730.430
     455.505      153.900     2228.781     4732.750
     456.507      124.800     2230.328     4733.781
     457.508      138.900     2232.648     4735.719
     458.509      193.700     2238.320     4739.199
     459.510      180.800     2245.797     4741.906
     460.512      161.800     2250.695     4743.840
     461.513      195.700     2255.078     4746.160
     462.513      212.900     2261.781     4749.641
     463.515      183.800     2265.133     4751.965
     464.516      220.800     2273.383     4755.320
     465.517      216.800     2281.375     4758.680
     466.518      210.700     2287.305     4761.781
     467.519      226.700     2296.328     4765.777
     468.520      221.800     2300.711     4768.484
     469.521      212.900     2305.094     4771.449
     470.522      169.800     2307.156     4772.488
     471.522      158.000     2308.961     4773.648
     472.524      151.800     2311.023     4775.195
     473.525      170.800     2313.859     4777.773
     474.526      139.900     2315.664     4779.320
     475.526      154.900     2317.469     4781.254
     476.527      135.900     2319.016     4782.414
     477.528      150.800     2321.336     4784.734
     478.528      160.900     2323.656     4786.926
     479.530      153.800     2326.234     4788.859
     480.531      149.800     2327.781     4790.285
     481.532      161.800     2330.617     4792.605
     482.533      153.800     2333.453     4794.410
     483.534      157.800     2336.805     4796.344
     484.536      188.700     2341.445     4799.824
     485.537      190.700     2347.891     4802.793
     486.538      209.700     2355.625     4805.887
     487.540      215.700     2360.727     4809.238
     488.541      210.700     2368.828     4876.418
     489.542      219.700     2374.812     4878.094
     490.544      238.700     2381.000     4881.062
     491.544      225.900     2386.930     4884.414
     492.545      228.800     2394.148     4888.152
     493.547      224.700     2402.914     4891.633
     494.548      206.700     2406.266     4894.598
     495.548      206.900     2409.617     4897.691
     496.549      183.900     2412.969     4900.270
     497.550      182.800     2415.031     4902.590
     498.551      211.700     2420.961     4905.941
     499.552      225.800     2427.406     4909.809
     500.552      221.900     2432.820     4913.676
     501.554      216.700     2439.266     4917.156
     502.555      167.800     2442.875     4918.574
     503.556      209.800     2448.805     4920.766
     504.557      223.700     2454.992     4923.859
     505.558      230.800     2462.984     4927.211
     506.559      230.700     2469.945     4931.078
     507.560      232.800     2476.133     4934.945
     508.560      227.900     2481.289     4938.812
     509.561      225.800     2485.930     4942.297
     510.562      213.800     2491.602     4946.043
     511.563      228.700     2498.562     4949.523
     512.564      227.900     2507.070     4953.520
     513.565      226.700     2512.484     4957.387
     514.565      227.900     2518.242     4960.867
     515.566      225.800     2524.988     4965.590
     516.566      230.900     2531.160     4977.531
     517.568      223.700     2539.621     5041.531
     518.569      229.700     2548.387     5041.531
     519.570      233.700     2561.020     5045.141
     520.572      232.700     2570.559     5049.137
     521.573      219.700     2574.426     5051.457
     522.574      162.800     2576.230     5052.102
     523.575      153.900     2577.777     5053.262
     524.576      207.800     2580.871     5055.969
     525.577      229.700     2585.254     5059.965
     526.578      221.900     2591.957     5063.832
     527.617      224.100     2598.918     5068.473
     528.618      225.900     2604.332     5072.469
     529.619      225.800     2608.973     5076.465
     530.620      226.700     2614.645     5080.352
     531.621      219.700     2621.863     5084.102
     532.621      224.900     2628.566     5088.098
     533.623      221.700     2634.754     5091.590
     534.624      234.800     2640.426     5095.328
     535.624      228.900     2645.582     5098.293
     536.625      222.700     2651.770     5101.910
     537.627      235.700     2657.699     5105.648
     538.628      227.800     2663.629     5109.516
     539.629      184.800     2666.723     5112.480
     540.630      141.800     2668.785     5114.027
     541.632      152.800     2671.363     5116.348
     542.633      180.800     2675.719     5119.055
     543.634      224.700     2683.969     5122.922
     544.636      201.700     2689.898     5126.402
     545.637      225.700     2696.344     5129.883
     546.637      198.900     2701.242     5132.852
     547.638      170.800     2704.078     5135.176
     548.640      174.800     2708.203     5137.883
     549.640      185.900     2714.043     5205.910
     550.641      179.800     2717.395     5207.328
     551.643      211.700     2725.902     5211.195
     552.644      207.800     2731.059     5214.352
     553.644      214.900     2736.473     5217.832
     554.645      227.900     2745.754     5221.828
     555.646      196.700     2750.652     5224.410
     556.647      233.700     2757.355     5228.277
     557.648      228.800     2764.316     5232.145
     558.649      223.700     2770.117     5236.203
     559.651      237.700     2777.336     5240.070
     560.652      181.800     2780.430     5242.391
     561.652      201.900     2820.094     5308.066
     562.653      213.700     2820.094     5308.066
     563.655      276.600     2832.996    11000.922
     564.656      294.700     3005.883    11296.113
     565.656      296.900     3049.840    11297.641
     566.657      309.900     3057.188    11298.777
     567.658      329.600     3062.133    11299.977
     568.658      345.900     3068.320    11301.137
     569.660      370.500     3073.219    11305.164
     570.661      357.500     3078.375    11308.258
     571.661      376.800     3082.113    11310.520
     572.662      357.700     3084.504    11311.680
     573.663      360.800     3089.824    11314.000
     574.664      373.600     3094.965    11317.352
     575.665      350.500     3097.570    11319.930
     576.666      376.900     3105.137    11323.023
     577.666      349.900     3108.152    11389.602
     578.667      371.500     3111.504    11393.090
     579.668      368.800     3114.113    11395.797
     580.668      331.900     3115.402    11332.832
     581.669      283.800     3115.930    11333.605
     582.670      234.800     3000.906     5485.062
     583.671      119.800     3001.117     5485.133
     584.672      166.900     3002.926     5486.992
     585.673      209.700     3004.473     5488.539
     586.674      185.700     3006.020     5490.086
     587.676      233.700     3009.953     5499.488
     588.677      242.700     3013.809     5511.160
     589.677      250.900     3018.434     5516.988
     590.679      242.700     3023.633     5524.570
     591.680      238.800     3031.551     5591.078
     592.681      249.700     3039.027     5591.078
     593.682      236.700     3043.410     5591.078
     594.683      252.900     3047.793     5591.078
     595.684      251.700     3061.973     5591.078
     596.685      245.700     3066.613     5591.078
     597.687      247.700     3081.824     5591.078
     598.688      253.700     3087.496     5593.656
     599.688      248.900     3089.816     5595.977
     600.690      252.700     3096.004     5599.457
     601.691      221.700     3098.324     5600.617
     602.692      201.800     3099.871     5601.910
     603.693      175.800     3100.902     5603.074
     604.694      178.800     3103.223     5605.051
     605.696      175.800     3104.512     5606.477
     606.696      167.900     3106.188     5608.207
     607.697      160.800     3108.250     5610.145
     608.699      165.800     3109.539     5611.691
     609.700      218.800     3113.922     5615.363
     610.701      192.800     3116.500     5617.316
     611.702      169.800     3118.047     5618.871
     612.702      161.000     3119.594     5620.434
     613.703      160.900     3121.398     5622.371
     614.704      206.800     3125.266     5625.465
     615.705      206.700     3127.844     5628.172
     616.707      238.700     3132.227     5632.039
     617.708      183.800     3134.547     5634.230
     618.709      180.800     3136.609     5636.164
     619.710      184.800     3141.508     5638.746
     620.712      202.700     3145.633     5641.453
     621.712      177.900     3147.180     5643.000
     622.713      142.900     3148.727     5643.777
     623.714      155.800     3151.562     5644.938
     624.715      150.800     3152.594     5645.711
     625.716      165.900     3154.656     5646.871
     626.717      210.700     3159.039     5649.578
     627.718      180.900     3162.133     5651.125
     628.719      168.800     3163.422     5652.285
     629.720      147.900     3166.258     5653.059
     630.720      161.900     3167.805     5654.219
     631.721      169.800     3170.125     5654.992
     632.722      181.800     3172.188     5656.500
     633.724      181.800     3174.750     5660.836
     634.725      215.700     3178.176     5727.516
     635.726      195.700     3180.410     5731.863
     636.728      188.800     3184.109     5731.863
     637.729      122.800     3184.109     5731.863
     638.730      118.800     3184.109     5731.863
     639.732      125.800     3184.109     5731.863
     640.733      123.800     3184.109     5731.863
     641.734      136.800     3186.430     5731.863
     642.734      138.000     3187.203     5731.863
     643.736      118.800     3187.203     5731.863
     644.737      124.900     3187.203     5731.863
     645.738      122.800     3187.203     5731.863
     646.739      116.800     3187.203     5731.863
     647.740      123.000     3187.203     5731.863
     648.741      123.900     3187.203     5731.863
     649.742      124.800     3187.203     5731.863
     650.743      122.800     3187.203     5731.863
     651.744      120.900     3187.203     5731.863
     652.745      122.800     3187.203     5731.863
     653.745      121.000     3187.203     5731.863
     654.747      120.800     3187.203     5731.863
     655.748      123.900     3187.203     5731.863
     656.748      124.000     3187.203     5731.863
     657.749      119.800     3187.203     5731.863
     658.750      121.000     3187.203     5731.863
     659.751      123.800     3187.203     5731.863
     660.752      118.900     3187.203     5731.863
     661.753      125.800     3187.203     5731.863
     662.754      119.800     3187.203     5731.863
     663.756      120.800     3187.203     5731.863
     664.756      117.000     3187.203     5731.863
     665.756      122.000     3187.203     5731.863
     666.758      124.800     3187.203     5731.863
     667.759      118.900     3187.203     5731.863
     668.760      121.900     3187.203     5731.863
     669.760      119.900     3187.203     5731.863
     670.761      124.000     3187.203     5731.863
     671.761      119.000     3187.203     5731.863
     672.761      124.000     3187.203     5731.863
     673.763      119.900     3187.203     5731.863
     674.763      122.900     3187.203     5731.863
     675.764      122.900     3187.203     5731.863
     676.765      117.800     3187.203     5731.863
     677.766      119.800     3187.203     5731.863
     678.768      119.800     3187.203     5731.863
     679.768      123.900     3187.203     5731.863
     680.770      146.800     3188.492     5731.863
     681.771      125.800     3188.750     5731.863
     682.772      117.900     3188.750     5731.863
     683.773      120.800     3188.750     5731.863
     684.774      121.900     3188.750     5731.863
     685.775      123.000     3188.750     5731.863
     686.776      124.800     3188.750     5731.863
     687.777      122.800     3188.750     5731.863
     688.778      123.800     3188.750     5731.863
     689.779      124.000     3188.750     5731.863
     690.780      118.900     3188.750     5731.863
     691.781      120.800     3188.750     5731.863
     692.782      122.800     3188.750     5731.863
     693.783      124.900     3188.750     5731.863
     694.784      115.900     3188.750     5731.863
     695.785      121.800     3188.750     5731.863
     696.785      120.000     3188.750     5731.863
     697.786      124.900     3188.750     5731.863
     698.787      120.000     3188.750     5731.863
     699.788      130.800     3188.750     5731.863
     700.788      125.900     3188.750     5731.867
     701.790      117.800     3188.750     5731.867
     702.790      122.900     3188.758     5731.863
     703.790      116.000     3188.758     5731.863
     704.792      126.800     3188.758     5731.863
     705.793      116.800     3188.758     5731.863
     706.794      141.800     3189.273     5731.863
     707.795      153.900     3191.852     5731.863
     708.796      144.900     3192.625     5731.863
     709.796      160.900     3193.141     5731.863
     710.797      241.800     3197.523     5731.863
     711.799      241.700     3202.680     5732.637
     712.800      187.800     3203.711     5733.797
     713.801      194.700     3205.258     5734.828
     714.802      218.800     3208.352     5735.988
     715.802      205.900     3211.703     5737.148
     716.803      222.900     3213.250     5738.695
     717.804      236.700     3218.402     5741.016
     718.805      197.700     3219.949     5742.562
     719.806      208.900     3222.320     5744.891
     720.806      173.900     3223.883     5746.309
     721.807      165.800     3225.172     5747.469
     722.808      186.900     3227.492     5749.789
     723.808      226.900     3230.586     5753.012
     724.809      247.900     3234.969     5757.414
     725.810      241.700     3238.320     5760.375
     726.811      228.700     3243.477     5763.727
     727.812      216.900     3246.930     5765.922
     728.813      239.700     3252.344     5769.402
     729.815      240.700     3263.633     5770.809
     730.816      241.700     3268.918     5775.020
     731.817      233.700     3273.172     5778.570
     732.818      238.700     3277.555     5782.051
     733.820      232.700     3282.453     5785.406
     734.821      233.700     3287.609     5788.500
     735.822      241.700     3293.797     5792.496
     736.824      246.700     3302.793     5796.508
     737.824      246.900     3307.691     5800.059
     738.826      242.700     3313.566     5803.938
     739.827      237.700     3320.012     5807.676
     740.828      242.800     3324.852     5811.156
     741.828      236.900     3331.332     5815.324
     742.829      243.900     3335.688     5821.914
     743.830      232.700     3340.270     5887.578
     744.831      223.700     3343.492     5887.750
     745.832      236.900     3347.102     5890.457
